331_dc_iw43={2.30			0.0453		2.2		0.0486		2.2		0.0474		2.3		0.0478		2.2		0.046		2.7		0.0464		2.7		0.0464		2.5		0.0457		6.062581486		0.0493	}
331_dc_iw44={2.30			0.0453		2.2		0.0468		2.2		0.0481		2.3		0.0483		2.2		0.0473		2.7		0.0457		2.7		0.0463		2.5		0.0459		6.062581486		0.0492	}
331_dc_iw45={2.80			0.0477		2.7		0.0499		2.7		0.0465		2.8		0.049		2.5		0.048		3.4		0.0462		3.4		0.0493		3		0.0467		7.822685789		0.0485	}
331_dc_iw46={2.20			0.0469		2.2		0.0463		2.6		0.0495		2.8		0.0491		2.5		0.0478		3.3		0.0478		3.4		0.0488		3		0.0465		7.235984355		0.0489	}
331_dc_iw47={2.20			0.049		2.2		0.048		2.1		0.0493		2.3		0.0455		2.2		0.0456		2.6		0.0495		3.4		0.0492		2.4		0.0492		6.388526728		0.0481	}
331_dc_iw48={2.20			0.049		2.2		0.0463		2.2		0.0454		2.3		0.047		2.2		0.0456		2.7		0.0481		2.7		0.0451		2.4		0.0487		6.062581486		0.0477	}
331_dc_iw49={2.20			0.0494		2.2		0.0481		2.2		0.0466		2.3		0.0461		2.2		0.0451		2.6		0.0473		2.7		0.0455		2.4		0.0493		5.997392438		0.0493	}
331_dc_iw5={2.30			0.0453		2.2		0.0466		2.2		0.0478		2.3		0.0467		2.2		0.0465		2.7		0.0454		2.7		0.045		2.4		0.0492		5.997392438		0.05	}
331_dc_iw50={2.20			0.0491		2.2		0.0481		2.2		0.0476		2.3		0.0482		2.2		0.0457		2.7		0.0453		2.7		0.0468		2.4		0.0497		6.062581486		0.0489	}
331_dc_iw51={2.20			0.0494		2.2		0.0482		2.2		0.0467		2.3		0.0466		2.2		0.0458		2.6		0.0489		2.6		0.0477		2.4		0.0499		5.997392438		0.0493	}
331_dc_iw52={2.20			0.0494		2.2		0.0475		2.2		0.0479		2.3		0.0475		2.2		0.047		2.6		0.0498		2.7		0.0457		2.5		0.0458		6.062581486		0.0487	}
331_dc_iw53={2.30			0.0458		2.2		0.0487		2.2		0.0479		2.3		0.0473		2.2		0.047		2.7		0.046		2.7		0.0465		2.5		0.0457		6.062581486		0.0496	}
331_dc_iw54={2.30			0.0455		2.2		0.0489		2.2		0.0485		2.3		0.0483		2.2		0.0473		2.7		0.0474		2.7		0.0467		2.5		0.0467		6.127770535		0.0484	}
331_dc_iw55={2.30			0.0463		2.2		0.0495		2.2		0.0488		2.3		0.0488		2.2		0.0473		2.7		0.048		2.7		0.0474		2.5		0.0469		6.127770535		0.0492	}
331_dc_iw56={2.30			0.0461		2.2		0.0461		2.2		0.0491		2.3		0.0462		2.2		0.0476		2.7		0.0483		2.7		0.0487		2.5		0.0456		6.127770535		0.048	}
331_dc_iw58={2.30			0.0453		2.2		0.0489		2.2		0.0484		2.3		0.0484		2.2		0.0473		2.7		0.0473		2.7		0.0465		2.5		0.0462		6.127770535		0.0481	}
331_dc_iw59={2.30			0.0458		2.2		0.0468		2.2		0.0486		2.3		0.0485		2.2		0.0473		2.7		0.0477		2.7		0.0475		2.5		0.0467		6.127770535		0.0484	}
331_dc_iw6={2.30			0.0456		2.2		0.0461		2.2		0.0479		2.3		0.0474		2.2		0.0471		2.7		0.0458		2.7		0.0454		2.4		0.0496		6.062581486		0.0482	}
331_dc_iw60={2.20			0.0497		2.2		0.0464		2.2		0.0484		2.3		0.0464		2.2		0.0476		2.7		0.0479		2.7		0.0479		2.5		0.0472		6.062581486		0.0496	}
331_dc_iw61={2.30			0.046		2.2		0.046		2.2		0.0487		2.3		0.0489		2.2		0.0473		2.7		0.0488		2.7		0.0477		2.5		0.0469		6.127770535		0.0487	}
331_dc_iw62={2.20			0.0493		2.2		0.0458		2.2		0.049		2.3		0.049		2.2		0.0478		2.7		0.0476		2.7		0.0478		2.5		0.0457		6.062581486		0.0498	}
331_dc_iw63={2.20			0.0489		2.2		0.0455		2.2		0.0491		2.3		0.0459		2.2		0.0481		2.7		0.0484		2.7		0.0491		2.4		0.0499		6.062581486		0.0494	}
331_dc_iw68={2.20			0.0494		2.2		0.0492		2.2		0.0476		2.3		0.0472		2.2		0.0461		2.6		0.049		2.7		0.0454		2.5		0.0456		6.062581486		0.0485	}
331_dc_iw69={2.30			0.0453		2.2		0.0484		2.2		0.0478		2.3		0.0474		2.2		0.0462		2.7		0.0458		2.7		0.0461		2.5		0.0457		6.062581486		0.0492	}
331_dc_iw70={2.20			0.05		2.2		0.0483		2.2		0.0477		2.3		0.0481		2.2		0.0471		2.7		0.046		2.7		0.0465		2.5		0.046		6.062581486		0.0495	}
331_dc_iw71={2.20			0.0488		2.2		0.047		2.2		0.0466		2.3		0.0465		2.2		0.0456		2.6		0.0496		2.7		0.0451		2.5		0.0456		5.997392438		0.0497	}
331_dc_iw72={2.20			0.0497		2.2		0.0477		2.2		0.0471		2.3		0.0478		2.2		0.0456		2.7		0.0459		2.6		0.0492		2.5		0.0456		6.062581486		0.0481	}
331_dc_iw73={2.20			0.0494		2.2		0.0479		2.2		0.0481		2.3		0.0477		2.2		0.0463		2.7		0.0457		2.7		0.0463		2.5		0.0459		6.062581486		0.049	}
331_dc_iw74={2.20			0.0486		2.2		0.0469		2.2		0.0458		2.3		0.0466		2.2		0.0452		2.7		0.0457		2.7		0.045		2.4		0.0485		5.997392438		0.0492	}
331_dc_iw75={2.20			0.048		2.2		0.0479		2.2		0.0462		2.3		0.0463		2.5		0.0476		2.7		0.0454		2.7		0.0462		2.4		0.0494		6.062581486		0.0491	}
331_dc_iw76={2.20			0.0494		2.2		0.0479		2.2		0.0474		2.3		0.0476		2.2		0.0459		2.6		0.0489		2.7		0.0455		2.4		0.0492		6.062581486		0.0479	}
331_dc_iw77={2.20			0.0485		2.2		0.0452		2.2		0.0471		2.3		0.0454		2.2		0.0472		2.7		0.0475		2.7		0.0465		2.4		0.049		5.997392438		0.0498	}
331_dc_iw78={2.20			0.0483		2.2		0.0451		2.2		0.0469		2.3		0.0454		2.2		0.047		2.7		0.0473		2.7		0.0464		2.4		0.049		5.997392438		0.0497	}
331_dc_iw79={2.20			0.0483		2.2		0.0451		2.2		0.0468		2.3		0.0453		2.2		0.047		2.7		0.0471		2.7		0.0462		2.4		0.049		5.997392438		0.0494	}
331_dc_iw80={2.30			0.046		2.2		0.0461		2.2		0.0488		2.3		0.0464		2.2		0.0476		2.7		0.0482		2.7		0.0478		2.4		0.0499		6.062581486		0.0496	}
331_dc_iw81={2.20			0.0493		2.2		0.0458		2.2		0.049		2.3		0.046		2.2		0.0476		2.7		0.0484		2.7		0.0491		2.4		0.0499		6.062581486		0.0495	}
331_dc_iw82={2.20			0.049		2.2		0.0453		2.2		0.0472		2.3		0.0456		2.2		0.0481		2.7		0.0488		2.7		0.0496		2.4		0.0497		6.062581486		0.0491	}
331_dc_iw83={2.20			0.0495		2.2		0.0474		2.2		0.0473		2.3		0.0462		2.2		0.0457		2.6		0.0495		2.7		0.0457		2.4		0.0498		6.062581486		0.0477	}
331_dc_iw84={2.30			0.0452		2.2		0.0486		2.2		0.0481		2.3		0.0483		2.2		0.0463		2.7		0.0457		2.7		0.0455		2.5		0.0458		6.062581486		0.0491	}
331_dc_iw85={2.30			0.0456		2.2		0.0485		2.2		0.0484		2.3		0.0484		2.2		0.047		2.7		0.0457		2.7		0.0472		2.5		0.0459		6.062581486		0.05	}
331_dc_iw86={2.30			0.0453		2.2		0.0486		2.2		0.0481		2.3		0.0477		2.2		0.0467		2.7		0.0453		2.7		0.0459		2.5		0.0459		6.062581486		0.0494	}
331_dc_iw87={2.30			0.0454		2.2		0.0485		2.2		0.048		2.3		0.0487		2.2		0.0472		2.7		0.0464		2.7		0.0463		2.5		0.046		6.062581486		0.0499	}
331_dc_iw88={2.30			0.0458		2.2		0.0492		2.2		0.0487		2.3		0.0487		2.2		0.0473		2.7		0.0468		2.7		0.0473		2.5		0.0463		6.127770535		0.0485	}
331_dc_iw89={2.30			0.0458		2.2		0.0488		2.2		0.0488		2.3		0.0485		2.2		0.0472		2.7		0.0469		2.7		0.0467		2.5		0.0465		6.127770535		0.0484	}
331_dc_iw90={2.30			0.0458		2.2		0.0461		2.2		0.0491		2.3		0.0465		2.2		0.0472		2.7		0.0476		2.7		0.0477		2.5		0.0467		6.062581486		0.05	}
331_dc_iw91={2.30			0.0463		2.2		0.0459		2.2		0.0489		2.3		0.0461		2.2		0.0474		2.7		0.048		2.7		0.0478		2.5		0.0469		6.127770535		0.0481	}
331_dc_iw45={2.20			0.0474		2.2		0.0467		2.2		0.0458		2.2		0.048		2.1		0.0492		2.6		0.0487		2.6		0.0488		2.5		0.0461		5.93220339		0.0498	}
331_dc_iw46={2.20			0.0482		2.2		0.0475		2.2		0.0458		2.2		0.0487		2.1		0.0492		2.6		0.0487		2.6		0.0488		2.5		0.0461		5.997392438		0.0482	}
331_dc_iw47={2.30			0.0453		2.2		0.0492		2.2		0.0458		2.3		0.0478		2.1		0.0492		2.6		0.0487		2.6		0.0488		2.5		0.0461		6.062581486		0.0479	}
